time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2019-05-25T20:21:18.60Z,37.8128243,-121.5854839,402.489,-19.82,49.51,-3.29,41.832,53.707,0.82,111.82129,0.99365,3,6
2019-05-25T20:21:18.80Z,37.8128064,-121.5854006,413.039,-19.67,49.59,-3.44,30.449,39.094,0.95,111.63977,1.14850,3,9
2019-05-25T20:21:19.00Z,37.8127651,-121.5852848,413.750,-19.61,49.61,-3.60,23.908,31.256,0.78,111.56774,1.00470,3,8
2019-05-25T20:21:19.20Z,37.8127211,-121.5851966,416.625,-19.79,49.67,-3.77,18.560,25.037,0.59,111.72586,0.79560,3,11
2019-05-25T20:21:19.40Z,37.8126588,-121.5850859,421.124,-19.94,49.80,-4.01,15.229,20.849,0.40,111.81969,0.60653,3,11
2019-05-25T20:21:19.60Z,37.8126121,-121.5849860,424.752,-20.18,49.49,-3.98,12.976,17.625,0.55,112.18740,0.75761,3,11
2019-05-25T20:21:19.80Z,37.8125739,-121.5848689,424.669,-20.36,49.58,-3.80,11.601,15.746,0.66,112.32346,0.74049,3,11
2019-05-25T20:21:20.00Z,37.8125368,-121.5847499,424.997,-20.41,49.55,-3.64,10.952,14.779,0.84,112.38671,0.98366,3,10
2019-05-25T20:21:20.20Z,37.8125017,-121.5846252,424.635,-20.52,49.55,-3.58,10.342,14.018,0.83,112.49760,0.91967,3,11
2019-05-25T20:21:20.40Z,37.8124622,-121.5845065,426.184,-20.53,49.59,-3.74,9.688,13.292,0.87,112.48909,0.81298,3,12
2019-05-25T20:21:20.60Z,37.8124177,-121.5843931,428.551,-20.66,49.66,-3.78,9.196,12.721,0.93,112.58771,0.80741,3,11
2019-05-25T20:21:20.80Z,37.8123728,-121.5842781,430.665,-20.92,49.79,-3.99,8.731,12.213,0.98,112.78948,0.81547,3,11
2019-05-25T20:21:21.00Z,37.8123300,-121.5841652,432.781,-20.54,49.65,-3.85,8.239,11.711,0.95,112.47746,0.76452,3,11
2019-05-25T20:21:21.20Z,37.8122842,-121.5840546,436.237,-20.82,49.54,-4.10,7.807,11.186,0.85,112.79016,0.65905,3,10
2019-05-25T20:21:21.40Z,37.8122434,-121.5839431,438.540,-20.75,49.41,-4.29,7.407,10.690,0.76,112.77484,0.56859,3,11
2019-05-25T20:21:21.60Z,37.8122014,-121.5838311,440.058,-20.90,49.42,-4.49,7.068,10.246,0.70,112.92821,0.51841,3,11
2019-05-25T20:21:21.80Z,37.8121630,-121.5837192,441.375,-20.90,49.45,-4.54,6.733,9.766,0.68,112.90557,0.47055,3,13
2019-05-25T20:21:22.00Z,37.8121256,-121.5836062,442.502,-21.04,49.32,-4.61,6.476,9.344,0.76,113.10535,0.45073,3,13
2019-05-25T20:21:22.20Z,37.8120901,-121.5834930,443.677,-21.16,49.16,-4.97,6.237,8.942,0.77,113.28987,0.46122,3,13
2019-05-25T20:21:22.40Z,37.8120550,-121.5833798,444.563,-21.40,49.23,-4.92,6.025,8.571,0.77,113.49649,0.46690,3,14
2019-05-25T20:21:22.60Z,37.8120199,-121.5832667,445.225,-21.16,48.76,-5.12,5.830,8.230,0.75,113.45733,0.47179,3,14
2019-05-25T20:21:22.80Z,37.8119842,-121.5831534,445.859,-21.53,49.18,-5.03,5.657,7.926,0.74,113.63998,0.46965,3,14
2019-05-25T20:21:23.00Z,37.8119482,-121.5830395,446.309,-21.45,48.98,-4.99,5.495,7.636,0.72,113.64882,0.47080,3,14
2019-05-25T20:21:23.20Z,37.8119122,-121.5829262,446.710,-21.57,48.98,-5.06,5.344,7.376,0.70,113.76634,0.47099,3,14
2019-05-25T20:21:23.40Z,37.8118737,-121.5828124,447.416,-21.75,48.98,-4.71,5.191,7.127,0.61,113.94199,0.42221,3,14
2019-05-25T20:21:23.60Z,37.8118345,-121.5827000,448.297,-21.75,48.76,-5.07,5.045,6.895,0.58,114.04213,0.41631,3,14
2019-05-25T20:21:23.80Z,37.8117948,-121.5825890,449.430,-21.97,48.76,-5.43,4.914,6.694,0.58,114.25390,0.41574,3,14
2019-05-25T20:21:24.00Z,37.8117557,-121.5824782,450.495,-22.04,48.66,-5.65,4.788,6.511,0.56,114.37058,0.42066,3,14
2019-05-25T20:21:24.20Z,37.8117164,-121.5823677,451.708,-22.17,48.63,-5.81,4.666,6.337,0.55,114.50784,0.41912,3,14
2019-05-25T20:21:24.40Z,37.8116781,-121.5822578,452.752,-22.13,48.48,-5.74,4.557,6.183,0.56,114.53520,0.45006,3,14
